,project_name,goal,sub_category,main_category,launched,deadline,campaign_length,predicted_bert
212,Paterson Falls Film Festival,1500.0,Film & Video,Film & Video,2013-04-03 03:09:07,2013-05-03 03:09:07,30,Film & Video
213,Thailand country side,17000.0,Photography,Photography,2014-08-26 21:23:18,2014-10-25 21:23:18,60,Film & Video
214,Equinox: my first comic (genre: fantasy),5150.0,Comics,Comics,2011-04-25 21:36:40,2011-06-04 21:36:40,40,Comics
215,Student Operated Fabrication Lab,5000.0,Fabrication Tools,Technology,2012-06-11 13:55:42,2012-07-11 13:55:42,30,Technology
216,Nurse Mare Foals: Born to Die,20000.0,Documentary,Film & Video,2014-12-07 19:45:47,2015-01-06 19:45:47,30,Publishing
217,The Bird Nerd,400.0,Comedy,Film & Video,2014-06-03 16:00:20,2014-07-03 16:00:20,30,Film & Video
218,Funky Grits - fast casual diner pairing music with the menu!,100000.0,Restaurants,Food,2015-09-03 17:32:07,2015-10-01 06:59:00,27,Food
219,The Great Kentucky Goblin Spree,5500.0,Film & Video,Film & Video,2014-02-19 21:04:07,2014-03-21 20:04:07,29,Games
220,Made From Scratch,25000.0,Restaurants,Food,2015-08-01 18:33:56,2015-08-31 18:33:56,30,Fashion
221,Pierced Hearts Tattoo Boutique Start Up,5000.0,Art,Art,2015-03-14 12:40:11,2015-05-13 13:40:11,60,Art
222,Pole Diversity: A Showcase of Acrobatic Dance (Part Two),450.0,Performances,Dance,2015-08-19 21:02:03,2015-09-19 02:00:00,30,Dance
223,A New Omni-Wheel. A mechanical innovation created for robots,3500.0,Hardware,Technology,2016-05-25 16:19:03,2016-06-24 16:19:03,30,Technology
224,BrewStick ~ carboy ruler,22500.0,Food,Food,2014-02-22 22:45:11,2014-03-24 21:45:11,29,Design
225,Open Fiesta Arts Store dreaming big in San Antonio,5000.0,Sculpture,Art,2016-01-20 00:50:26,2016-03-05 00:50:26,45,Art
226,Opening Portals DVD,2000.0,Documentary,Film & Video,2014-02-26 10:27:50,2014-03-28 09:27:50,29,Film & Video
227,Nutty Nations: Re-Imagining Learning Through Games,25000.0,Mobile Games,Games,2014-10-24 12:24:36,2014-12-01 12:24:36,38,Games
228,Night Terrors: Garden of Limbo,350.0,Fiction,Publishing,2013-12-06 20:23:31,2014-01-05 20:23:31,30,Film & Video
229,Inclusive Toolkit: tools for iOS & OS X app accessibility,5500.0,Software,Technology,2015-05-13 13:20:01,2015-06-13 03:00:00,30,Technology
230,Greek4Fun,12000.0,Video Games,Games,2012-04-09 15:07:15,2012-05-09 15:07:15,30,Technology
231,Hood's Up Brewery,28000.0,Drinks,Food,2015-05-15 20:39:33,2015-06-21 05:00:00,36,Food
232,Fooju Dance Collaborative,1500.0,Performances,Dance,2014-11-21 08:02:19,2014-12-21 08:02:19,30,Dance
233,CHRIS CRITELLI RECORDS HIS DEBUT EP!,10000.0,Pop,Music,2013-08-06 04:02:22,2013-09-05 04:02:22,30,Music
234,Piero Marsili,10000.0,Documentary,Film & Video,2016-06-30 17:51:08,2016-08-09 17:51:08,40,Film & Video
235,Sleeping in a Truck,10000.0,Rock,Music,2009-06-20 22:15:06,2009-07-15 04:58:00,24,Film & Video
236,Design Your Own Leatherjacket,2000.0,Fashion,Fashion,2016-05-29 22:04:54,2016-06-14 22:04:54,16,Design
237,Sanfilippo Wing it!,10000.0,Accessories,Fashion,2016-05-15 22:43:59,2016-06-26 23:59:00,42,Design
238,LEGO Imagination Lab,2500.0,Animation,Film & Video,2014-02-14 23:56:40,2014-03-16 22:56:40,29,Art
239,Arkham Source Book,800.0,Games,Games,2012-06-13 05:33:44,2012-08-12 05:33:44,60,Games
240,Finishing & Festival Funds - The Final Stage - short film,2000.0,Shorts,Film & Video,2016-08-29 22:44:12,2016-09-18 02:01:00,19,Film & Video
241,Lonely House Films: Adam Hope,3397.98,Film & Video,Film & Video,2012-05-10 07:43:31,2012-06-09 07:43:31,30,Film & Video
242,Open A.I.R.,3000.0,Art,Art,2010-05-12 21:45:14,2010-07-12 22:00:00,61,Film & Video
243,At Home in Maine: A Film Series About Homebirth and Midwives,10000.0,Documentary,Film & Video,2011-08-01 17:35:43,2011-09-15 17:35:43,45,Film & Video
244,The FUSIONproject,5000.0,Documentary,Film & Video,2011-03-24 00:08:46,2011-04-24 01:08:46,31,Film & Video
245,Lego Batman: Zombie Genesis Series,125.0,Animation,Film & Video,2013-05-14 10:17:24,2013-06-04 10:17:24,21,Film & Video
246,Digitizing My Family,3500.0,Family,Film & Video,2014-11-05 15:50:51,2014-12-06 06:59:00,30,Photography
247,"""Progress"" The Steampunk Series - Season 2",40000.0,Film & Video,Film & Video,2015-08-06 03:19:15,2015-09-05 03:19:15,30,Film & Video
248,Winter Writing Residency,1000.0,Art,Art,2012-01-28 19:07:32,2012-02-15 17:59:00,17,Publishing
249,DOME Shades: Sunglasses for Big Heads,10000.0,Accessories,Fashion,2015-02-25 21:13:42,2015-03-31 21:13:42,34,Fashion
250,A Portrait a Day 365 Challenge,30000.0,Painting,Art,2014-11-25 17:43:46,2014-12-25 17:43:46,30,Art
251,XPUMP | TURN ANY SOUND SOURCE INTO A HOME THEATER EXPERIENCE,25000.0,Sound,Technology,2016-09-06 10:00:03,2016-10-21 10:00:03,45,Technology
252,Complete Paine's Skatepark,10000.0,Public Art,Art,2013-03-14 22:01:25,2013-04-03 23:01:25,20,Art
253,Westward #8,2500.0,Comic Books,Comics,2014-06-25 17:27:43,2014-07-31 18:00:00,36,Comics
254,TIBA Putt: A personal approach to improve your putting,9225.0,Product Design,Design,2014-04-14 04:54:04,2014-05-14 04:54:04,30,Design
255,Ghost Herds: Rescuing horses and horse people in Kentucky,2200.0,Nonfiction,Publishing,2013-01-26 03:06:59,2013-02-25 03:06:59,30,Film & Video
256,Gideon's Epic Forge,550.0,Sculpture,Art,2014-07-31 23:40:01,2014-08-30 23:40:01,30,Games
257,"The Farmer, the Bean and the Holy Roast",3500.0,Food,Food,2013-01-22 22:58:00,2013-02-21 22:58:00,30,Food
258,A Jessica Rabbit Production,1300.0,Music,Music,2012-06-28 05:56:40,2012-07-16 06:59:00,18,Theater
259,FINAL HOURS!!! Kira Kira Rainbow Unicorn Stickers!,250.0,Stationery,Crafts,2016-01-02 09:03:53,2016-01-17 09:03:53,15,Art
260,Belleflower - A Feature Film,2500.0,Narrative Film,Film & Video,2014-05-07 23:32:26,2014-05-28 23:32:26,21,Film & Video
261,Mutant Plants: A Guide (Canceled),1000.0,Nonfiction,Publishing,2013-07-04 11:17:47,2013-08-03 11:17:47,30,Publishing
262,MAB MINDZ AT SOUND SET 2014,1500.0,Apparel,Fashion,2014-04-22 02:33:09,2014-05-09 06:30:00,17,Music
263,Lei,370.0,Film & Video,Film & Video,2016-03-24 18:44:13,2016-04-17 00:00:00,23,Film & Video
264,"""The Get Back"" an adaptation of Wrong Becomes Me",9000.0,Narrative Film,Film & Video,2010-06-24 13:34:32,2010-08-03 05:59:00,39,Theater
265,The Bicycle Bus,4500.0,Public Art,Art,2013-02-20 20:45:04,2013-03-25 12:00:00,32,Film & Video
266,Danger!  Extreme Lawn Darts (Canceled),10000.0,Video Games,Games,2012-05-15 21:11:19,2012-05-30 21:11:19,15,Games
267,My 1st Cookbook (for children),3800.0,Children's Books,Publishing,2013-06-29 02:37:50,2013-07-29 05:00:00,30,Food
268,Glory of the Three Kingdoms - Guandu Core Set,7000.0,Tabletop Games,Games,2012-10-23 14:43:27,2012-12-07 14:43:27,45,Games
269,The Great Apple Pie,15.0,Farmer's Markets,Food,2014-07-16 05:03:30,2014-08-15 05:03:30,30,Food
270,The Project Unknown (Canceled),50000.0,Video Games,Games,2015-09-08 18:59:12,2015-11-07 18:59:12,60,Film & Video
271,It belongs to the world: Ackermann's Repository of Arts!,5000.0,Fashion,Fashion,2013-06-05 02:50:48,2013-07-05 02:50:48,30,Art
272,Riposte (Canceled),15000.0,Video Games,Games,2015-10-19 20:10:12,2015-11-18 20:10:12,30,Games
273,"Chill Puck - Keep your beverage colder, longer.",7500.0,Product Design,Design,2013-04-10 02:00:27,2013-05-08 21:01:00,28,Design
274,Heroes And Other Strangers at FringeNYC,1971.0,Theater,Theater,2011-05-30 05:52:57,2011-07-02 04:53:00,32,Theater
275,Project World,20000.0,Photography,Photography,2014-03-26 00:45:57,2014-04-30 01:00:00,35,Games
276,Single Track - contemporary art gallery and espresso bar,9900.0,Art,Art,2013-10-23 21:08:11,2013-11-22 21:08:11,30,Art
277,The Great Fly Cup Bake Off,250.0,Events,Food,2015-08-09 20:29:42,2015-09-08 20:29:42,30,Food
278,"Un Amour Oublie ""a love forgotten""",5000.0,Animation,Film & Video,2015-05-11 19:37:54,2015-06-10 19:37:54,30,Film & Video
279,In the Loop: A Resource Strategy Game for Tomorrow's Leaders,10000.0,Tabletop Games,Games,2015-07-08 14:01:20,2015-08-07 14:01:20,30,Games
280,Sasha's Fashion Show - Spectacle,1750.0,Fashion,Fashion,2014-03-03 21:40:06,2014-03-21 22:31:00,18,Fashion
281,Bass River Press,2000.0,Poetry,Publishing,2015-03-06 19:58:58,2015-04-05 19:58:58,30,Publishing
282,Betul Soykan Records Joaquin Turina Violin Works CD Project,2250.0,Classical Music,Music,2014-08-25 02:33:39,2014-09-24 02:33:39,30,Music
283,Food truck for the world.,2000.0,Food Trucks,Food,2015-08-31 17:28:20,2015-09-15 17:28:20,15,Food
284,Publishing The Occupy Portraits,60000.0,Photography,Photography,2014-05-10 07:23:53,2014-07-09 07:23:53,60,Photography
285,Daweyu Hills  Crop to Cup,25000.0,Drinks,Food,2015-09-15 21:01:47,2015-10-15 21:01:47,30,Food
286,TimeChat (Canceled),33000.0,Apps,Technology,2014-09-23 21:05:58,2014-10-24 21:05:58,31,Technology
287,Duncan Woods - Chameleon EP,4500.0,Music,Music,2015-08-04 12:05:17,2015-08-25 23:00:00,21,Music
288,Peripheral vision - short film,250.0,Shorts,Film & Video,2015-05-08 10:16:59,2015-06-02 10:16:59,25,Film & Video
289,i do it 4 oakland,4800.0,Public Art,Art,2013-11-11 23:17:02,2013-12-11 23:17:02,30,Film & Video
290,Florida: A Broken Kingdom,7000.0,Fiction,Publishing,2014-07-16 22:27:34,2014-08-15 22:27:34,30,Games
291,Help start Jacksonville's FIRST Paint Your Own Pottery Store,8000.0,Ceramics,Art,2014-09-25 00:57:10,2014-11-04 00:57:10,40,Art
292,Baby Boom Baby Bag,1500.0,Fashion,Fashion,2013-08-28 18:58:44,2013-09-28 13:33:00,30,Design
293,Scar Tissue,6000.0,Photography,Photography,2011-06-09 14:43:02,2011-07-24 14:43:02,45,Film & Video
294,STAGNANT POOL enters post-production,7500.0,Shorts,Film & Video,2013-11-25 20:31:21,2013-12-25 20:31:21,30,Film & Video
295,I Am Pro-movement:,20000.0,Apparel,Fashion,2015-12-17 23:37:18,2016-02-15 23:37:18,60,Music
296,Billion Dollar Project,200.0,Graphic Design,Design,2015-12-17 10:38:26,2016-01-16 10:38:26,30,Film & Video
297,You in a novel,1000000.0,Publishing,Publishing,2015-09-10 23:03:21,2015-11-09 23:03:21,60,Publishing
298,Peak View Brewing Company,15000.0,Drinks,Food,2016-09-10 14:25:04,2016-10-10 14:25:04,30,Food
299,Audience of Death (Canceled),4500.0,Fiction,Publishing,2015-03-03 00:58:03,2015-04-17 00:58:03,45,Film & Video
300,Finding Black Love: The Documentary,15000.0,Documentary,Film & Video,2012-02-01 23:40:14,2012-04-01 23:40:14,60,Film & Video
301,""" The Patch, Organics """,65000.0,Comics,Comics,2014-11-23 03:21:18,2014-12-23 03:21:18,30,Film & Video
302,Virtual Addiction Recovery Website & Phone App/ Saving life,8500.0,Apps,Technology,2015-04-29 16:49:07,2015-06-28 16:49:07,60,Technology
303,Fatnek Clothing Sublimation Series of T-shirts.,600.0,Fashion,Fashion,2013-07-02 21:53:59,2013-08-01 21:53:59,30,Fashion
304,Titanium Whiskey Glass - The EPIC Drinking Glass,999.0,Product Design,Design,2014-06-27 17:24:06,2014-07-27 17:24:06,30,Design
305,WHAT CHILDREN DO - A Feature Length Comedy,15000.0,Comedy,Film & Video,2016-02-23 20:40:21,2016-03-25 19:40:21,30,Film & Video
306,College Spring Break Review,9000.0,Web,Technology,2015-02-26 19:35:55,2015-03-28 18:35:55,29,Journalism
307,Tall Tales: An evening of dance with ChoreoJoey,3000.0,Performances,Dance,2016-07-21 05:18:26,2016-08-07 03:30:00,16,Dance
308,Light Comes In,7000.0,Music,Music,2016-05-28 07:33:13,2016-06-25 07:33:13,28,Film & Video
309,WOOD FIRED OVEN FOR OUR GROWING COMMUNITY,20000.0,Spaces,Food,2015-10-22 23:10:38,2015-11-21 23:10:38,30,Food
310,The Traps - 2nd Record Vinyl Release,2000.0,Indie Rock,Music,2015-06-09 13:59:01,2015-08-01 21:01:00,53,Music
311,Rocky Horror Saved My Life - A Fan Documentary,50000.0,Documentary,Film & Video,2013-09-02 02:06:49,2013-11-01 01:00:00,59,Film & Video
312,CLEX - 4 in 1 Smart Device (Canceled),50000.0,Gadgets,Technology,2016-06-13 22:56:06,2016-07-18 22:56:06,35,Technology
313,Songs of the Damned Jake Brock's Latest Album.,15000.0,Rock,Music,2012-08-24 15:28:07,2012-10-13 15:28:07,50,Music
314,Circa Vitae requests crowd fundage to record our full length album... TO VINYL!!!,2000.0,Indie Rock,Music,2009-08-06 23:19:55,2009-11-01 07:59:00,86,Music
315,Stiletto Red's New EP,3500.0,Rock,Music,2014-06-12 01:24:01,2014-07-12 01:24:01,30,Music
316,Bucks County: the Movie,10000.0,Film & Video,Film & Video,2011-02-25 17:34:45,2011-04-12 17:34:45,46,Film & Video
317,LazerShirts! Not Just Another Shirt,7000.0,Design,Design,2011-09-01 20:44:42,2011-10-01 20:44:42,30,Fashion
318,"Country Christian album titled ""I Believe""",5000.0,Country & Folk,Music,2013-10-28 16:41:11,2013-11-13 16:00:00,15,Music
319,Wholesters- A new way to Whold your things!,1.0,Fashion,Fashion,2011-04-29 01:03:16,2011-05-29 01:03:16,30,Technology
320,Stamped,500.0,Apps,Technology,2015-11-23 15:36:49,2016-01-22 15:36:49,60,Film & Video
321,Ripple Analysis: Bringing Animation to Life,40000.0,Product Design,Design,2014-04-22 17:47:55,2014-05-15 18:00:00,23,Film & Video
322,Croc2Pop - Where kids manage dad's digital addiction,1000.0,Apps,Technology,2014-07-21 21:25:58,2014-08-20 21:25:58,30,Technology
323,Carolina's Hottest,500000.0,Webseries,Film & Video,2016-01-08 03:05:04,2016-03-08 03:05:04,60,Film & Video
324,TULIPS,18000.0,Photobooks,Photography,2014-11-12 21:35:13,2014-12-19 05:00:00,36,Film & Video
325,Ignis Fatuus Comic Project,1000.0,Comics,Comics,2014-03-12 17:05:26,2014-04-11 18:05:26,30,Comics
326,HoodRatz,800.0,Shorts,Film & Video,2012-05-30 23:40:22,2012-06-26 06:00:00,26,Film & Video
327,Kingdom: The Space Exploration RPG,6000.0,Tabletop Games,Games,2012-11-28 23:48:07,2013-01-27 23:48:07,60,Games
328,Leonard Hodgins - Components,3500.0,Indie Rock,Music,2015-04-07 22:00:52,2015-05-22 22:00:52,45,Music
329,DotPen : Redefines drawing and writing for smart devices,25000.0,Product Design,Design,2014-06-30 21:17:10,2014-08-09 21:17:10,40,Technology
330,C R O S S T O W N  - help us finish our feature film,12500.0,Narrative Film,Film & Video,2012-11-06 20:33:20,2012-12-21 20:33:20,45,Film & Video
331,Spicing it Up at Whipped & Beaten Culinary Works,2500.0,Food,Food,2013-02-19 16:02:28,2013-03-21 15:01:14,29,Food
332,Grilling with Beer cookbook,28000.0,Nonfiction,Publishing,2011-01-27 04:47:46,2011-03-28 18:00:00,60,Food
333,The Womanhood Short Film Fundraiser,500.0,Shorts,Film & Video,2011-05-15 16:53:11,2011-06-19 16:53:11,35,Film & Video
334,Sunrise Diaries,5500.0,Art,Art,2012-11-14 17:34:18,2012-12-14 17:34:18,30,Publishing
335,Me and my Tommy,25000.0,Nonfiction,Publishing,2015-03-09 17:08:23,2015-05-08 18:08:23,60,Publishing
336,"First Solo exhibition in a recognised gallery, next step up!",10900.0,Painting,Art,2015-04-01 22:08:55,2015-05-10 22:08:55,39,Art
337,Bromotion,4000.0,Documentary,Film & Video,2012-07-07 02:09:14,2012-08-10 17:00:00,34,Film & Video
338,FILM PROJECT:  A HISTORY OF COMING OUT,20000.0,Documentary,Film & Video,2013-06-21 22:31:28,2013-07-21 22:31:28,30,Film & Video
339,Off grid electricity (Canceled),15000.0,Product Design,Design,2016-05-29 05:57:49,2016-07-03 05:57:49,35,Technology
340,Savage Thunderscape!,7500.0,Tabletop Games,Games,2015-05-17 17:49:01,2015-06-20 05:00:00,33,Games
341,THE MC TYPE: BAD TATTOOS VOL. 3,1000.0,Hip-Hop,Music,2013-05-21 19:19:16,2013-06-20 19:19:16,30,Music
342,No Man Is An Island,25000.0,Shorts,Film & Video,2013-11-21 00:10:50,2014-01-05 00:10:50,45,Film & Video
343,Completion of the history of Kent,30000.0,Nonfiction,Publishing,2013-10-25 13:50:55,2013-11-24 13:50:55,30,Publishing
344,Grandkids Record a Full-length Album!,7500.0,Indie Rock,Music,2011-11-05 22:21:10,2011-12-06 06:59:00,30,Music
345,Borders,3500.0,Drama,Film & Video,2016-02-25 17:40:34,2016-04-08 01:00:00,42,Film & Video
346,FIREWATER,750.0,Shorts,Film & Video,2012-03-15 21:16:40,2012-04-11 04:00:00,26,Film & Video
347,Annulus: Ring of Light,1000.0,Documentary,Film & Video,2012-02-11 13:57:50,2012-03-12 12:57:50,29,Games
348,Gospel Jazz Independant Artist - CD Project,7000.0,Music,Music,2011-05-19 21:34:49,2011-06-18 21:34:49,30,Music
349,Ugly Cartoons (Poorly Drawn) for Miserable People!,5000.0,Comics,Comics,2016-10-11 17:20:41,2016-11-10 17:20:41,30,Art
350,The Daisy Dare Project (Canceled),2000.0,Mixed Media,Art,2011-11-04 23:49:23,2011-12-10 00:49:23,35,Publishing
351,Occupy the Left Forum Zine,1287.0,Journalism,Journalism,2012-03-13 01:45:25,2012-04-12 03:34:00,30,Publishing
352,Last Man Standing - Card/board Game Survival,3500.0,Tabletop Games,Games,2016-08-25 18:13:25,2016-10-24 18:13:25,60,Games
353,DANCING CLASSROOMS GRVA 2013,6000.0,Dance,Dance,2013-01-11 13:37:11,2013-02-10 13:37:11,30,Dance
354,Daily Bread: Stories from Rural Greece,10000.0,Photobooks,Photography,2015-02-17 19:45:23,2015-03-19 18:45:23,29,Publishing
355,Black Knight Brick Built BBQ Grill,15000.0,Food,Food,2014-08-25 19:19:14,2014-10-09 19:19:14,45,Food
356,MKP - The Smart & Versatile Touch Screen Keyboard For All,1700000.0,Gadgets,Technology,2015-04-22 22:40:38,2015-06-21 22:40:38,60,Technology
357,Boating with Clyde: Adventures on the Puget Sound,7500.0,Shorts,Film & Video,2011-01-20 03:50:44,2011-03-06 03:50:44,45,Film & Video
358,Beyond the Victory recording their debut EP,800.0,Rock,Music,2012-09-25 03:26:57,2012-11-14 03:26:57,50,Music
359,THE LEAGUE OF HONOR,60000.0,Comics,Comics,2012-08-24 07:09:47,2012-10-23 07:09:47,60,Film & Video
360,making more bringpacks,15000.0,Product Design,Design,2014-08-16 06:00:13,2014-09-15 06:00:00,29,Food
361,Projecteo: The tiny Instagram projector.,18000.0,Product Design,Design,2012-11-14 12:19:49,2012-12-19 12:19:49,35,Technology
362,Digital Aristocracy: A Commoner's Guide to Digital Riches,2000.0,Nonfiction,Publishing,2012-05-09 19:17:25,2012-05-29 19:17:25,20,Publishing
363,"Lazy Glamour: Eco-Underwear - soft, sustainable, and US-made",20000.0,Fashion,Fashion,2014-03-18 21:28:18,2014-04-17 22:28:18,30,Fashion
364,StoryBox - What will you make today?,3000.0,Mixed Media,Art,2014-01-07 14:46:31,2014-02-06 14:46:31,30,Technology
365,Cyberines #1,550.0,Comic Books,Comics,2014-10-26 20:29:05,2014-11-16 04:00:00,20,Comics
366,Poems For Apostates & tales of a young Scientologist,10000.0,Poetry,Publishing,2014-05-01 17:47:49,2014-05-31 17:47:00,29,Publishing
367,Screening of Mr Turner,175.0,Movie Theaters,Film & Video,2015-01-31 11:38:54,2015-03-15 11:00:00,42,Film & Video
368,Senior Project Short Film: Home,3000.0,Shorts,Film & Video,2012-08-15 03:42:20,2012-09-19 03:42:20,35,Film & Video
369,Treasure Trapped,5500.0,Documentary,Film & Video,2012-12-06 14:04:39,2013-01-05 14:04:39,30,Film & Video
370,Suburban Daze,25000.0,Narrative Film,Film & Video,2013-10-26 01:12:44,2013-11-25 01:12:44,30,Film & Video
371,Flyover Farm,5500.0,Food,Food,2012-04-16 08:36:41,2012-05-07 08:36:41,21,Food
372,Baby Names NOT to Name Your Newborn,3000.0,Nonfiction,Publishing,2015-08-05 21:42:58,2015-09-14 21:42:58,40,Publishing
373,LAZER EDGE Series eBike - Starting at $499!,10000.0,Technology,Technology,2016-03-08 23:50:06,2016-04-22 23:50:06,45,Technology
374,American Dart Football - Where You can be the Quarterback!!,6055.0,Games,Games,2012-05-17 14:46:48,2012-07-01 14:46:48,45,Games
375,InteliShake - Smart sports drinks bottle + built-in storage,20000.0,Product Design,Design,2014-10-13 10:24:42,2014-11-13 10:24:42,31,Design
376,Face-To-Face: Short Film (Canceled),600.0,Shorts,Film & Video,2012-06-27 02:33:00,2012-07-14 08:59:00,17,Film & Video
377,Bailey the Golden Retriever Calendar,3000.0,Animals,Photography,2014-11-25 20:56:19,2014-12-11 17:13:00,15,Photography
378,Paintings and Portraits! (Custom paintings),350.0,Painting,Art,2014-11-07 01:31:39,2014-11-20 05:00:00,13,Art
379,The Spun Monkey Dyeworks and Lounge,4000.0,Art,Art,2011-01-18 16:02:54,2011-02-17 16:02:54,30,Crafts
380,Lux3  Wellness Lamp,150000.0,Product Design,Design,2016-03-21 17:23:46,2016-05-05 18:23:46,45,Design
381,The Living Puppets: Novel,200.0,Fiction,Publishing,2011-04-16 22:26:09,2011-05-16 22:26:09,30,Publishing
382,A Romantic Christmas,200.0,Illustration,Art,2012-11-26 20:58:06,2012-12-09 19:09:00,12,Film & Video
383,"Yemanja Caribbean Restaurant, Bar, and Hostel",15000.0,Food,Food,2012-08-22 18:29:37,2012-09-21 18:29:37,30,Food
384,Eucalyptus Wear - Environmental Clothing Company,1500.0,Apparel,Fashion,2015-10-28 20:34:44,2015-11-27 21:34:44,30,Fashion
385,Jazz Funeral For Coney Island,3000.0,Digital Art,Art,2011-01-20 14:40:37,2011-02-19 14:40:37,30,Music
386,"Self Illusion's ""Best Friend/Worst Enemy"" EP",3000.0,Rock,Music,2011-11-29 08:00:09,2012-01-02 06:59:00,33,Music
387,Blak.Woman.Dynamik-ReBoRn,6500.0,Theater,Theater,2011-12-24 22:20:59,2012-02-07 22:20:59,45,Film & Video
